vehicle_telemetry_id,timestamp,registration_number,vehicle_type,vehicle_category,route_origin,route_destination,highway_corridor,current_state,route_progress_pct,current_status,speed_kmh,cargo_payload_tons,passenger_count,fuel_level_pct,engine_temp_c,continuous_driving_hours,driver_fatigue_alert,checkpost_ilp_status,gps_signal_status
VTL-NER-2026-0281,2026-08-25 13:30:00,NL-01-SZ-4969,Fuel Tanker (POL),Hazardous Cargo,Dimapur,Kohima,NH-29,Nagaland,90.2,Halted / Landslide Blockade,0.0,16.14,1,46.6,84.6,7.4,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0282,2026-08-25 13:30:00,WB-06-CI-8190,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Siliguri,Gangtok,NH-10,Sikkim,72.7,In Transit / Moving,41.7,16.01,2,90.8,95.7,4.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0283,2026-08-25 13:30:00,AS-06-OX-9390,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,74.4,In Transit / Moving,20.6,0.67,1,92.3,98.5,2.5,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0284,2026-08-25 13:30:00,AS-04-PH-5106,Multi-Axle Container Truck,Cargo / Logistics,Tezpur,Tawang,NH-13 (Trans-Arunachal),Assam,33.1,Halted / Landslide Blockade,0.0,15.99,2,87.9,71.9,8.1,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0285,2026-08-25 13:30:00,TR-03-HP-4809,Multi-Axle Container Truck,Cargo / Logistics,Agartala,Silchar,NH-08,Assam,79.6,Maintenance / Breakdown,0.0,27.68,1,94.7,82.2,5.4,Normal,Cleared,Satellite Fallback
VTL-NER-2026-0286,2026-08-25 13:30:00,AS-09-MH-4739,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Itanagar,NH-15,Assam,42.9,In Transit / Moving,25.0,10.38,3,51.3,90.0,4.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0287,2026-08-25 13:30:00,TR-08-SW-1487,Fuel Tanker (POL),Hazardous Cargo,Agartala,Silchar,NH-08,Assam,61.6,Halted / Landslide Blockade,0.0,11.72,3,36.5,83.5,4.8,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0288,2026-08-25 13:30:00,AS-05-VT-1615,Border Roads Construction Dumper,Infrastructure,Guwahati,Shillong,NH-06,Meghalaya,92.5,In Transit / Moving,38.6,2.8,2,86.0,93.6,6.8,Normal,Customs/Inner Line Permit (ILP) Verification,Satellite Fallback
VTL-NER-2026-0289,2026-08-25 13:30:00,TR-01-AJ-3098,Border Roads Construction Dumper,Infrastructure,Agartala,Silchar,NH-08,Tripura,18.4,In Transit / Moving,14.5,7.87,2,46.7,87.0,5.6,Normal,Cleared,Satellite Fallback
VTL-NER-2026-0290,2026-08-25 13:30:00,NL-03-RJ-4524,Interstate Passenger Bus (ASTC/Private),Public Transit,Kohima,Imphal,NH-02,Nagaland,40.2,In Transit / Moving,62.1,11.7,2,37.8,92.2,2.3,Normal,Pending Inspection,Moderate (3G)
VTL-NER-2026-0291,2026-08-25 13:30:00,AS-06-HJ-1204,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,12.3,In Transit / Moving,39.8,2.88,1,93.4,95.7,3.3,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0292,2026-08-25 13:30:00,TR-09-DY-3136,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Agartala,Silchar,NH-08,Assam,85.4,In Transit / Moving,40.9,0.37,2,16.9,98.1,7.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0293,2026-08-25 13:30:00,WB-08-OO-9439,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Siliguri,Gangtok,NH-10,Sikkim,69.2,In Transit / Moving,59.5,0.33,2,86.9,97.1,7.8,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0294,2026-08-25 13:30:00,WB-08-LS-1362,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Siliguri,Gangtok,NH-10,West Bengal,24.8,In Transit / Moving,53.9,1.66,36,82.6,87.2,5.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0295,2026-08-25 13:30:00,NL-06-MK-5412,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,43.7,In Transit / Moving,37.4,23.14,1,49.0,83.3,4.2,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0296,2026-08-25 13:30:00,NL-06-JL-8150,Border Roads Construction Dumper,Infrastructure,Kohima,Imphal,NH-02,Nagaland,31.5,In Transit / Moving,25.0,7.96,3,55.8,100.5,4.9,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0297,2026-08-25 13:30:00,WB-02-QT-1351,Multi-Axle Container Truck,Cargo / Logistics,Siliguri,Gangtok,NH-10,West Bengal,8.8,Halted / Traffic Congestion,2.8,34.96,2,48.8,86.4,3.4,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0298,2026-08-25 13:30:00,TR-08-BR-3734,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Agartala,Silchar,NH-08,Tripura,32.6,In Transit / Moving,41.9,24.91,2,84.6,86.0,7.1,Normal,Customs/Inner Line Permit (ILP) Verification,Satellite Fallback
VTL-NER-2026-0299,2026-08-25 13:30:00,ML-06-GD-3353,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Shillong,Silchar,NH-06,Meghalaya,42.4,In Transit / Moving,69.1,0.8,41,75.4,96.6,7.0,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0300,2026-08-25 13:30:00,NL-05-MQ-1236,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Dimapur,Kohima,NH-29,Nagaland,91.9,In Transit / Moving,57.6,2.73,1,28.6,91.3,1.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0301,2026-08-25 13:30:00,SK-08-RU-6164,Multi-Axle Container Truck,Cargo / Logistics,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,18.1,In Transit / Moving,49.6,8.5,1,16.6,84.3,0.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0302,2026-08-25 13:30:00,AR-06-DH-7982,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,15.4,In Transit / Moving,61.7,0.88,1,67.7,98.7,2.6,Normal,Pending Inspection,Moderate (3G)
VTL-NER-2026-0303,2026-08-25 13:30:00,NL-07-AP-5810,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Kohima,Imphal,NH-02,Nagaland,9.5,Halted / Landslide Blockade,0.0,12.57,1,50.9,87.3,4.3,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0304,2026-08-25 13:30:00,AS-03-BE-8729,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Silchar,Aizawl,NH-306,Mizoram,73.3,In Transit / Moving,45.8,9.44,2,60.1,98.8,7.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0305,2026-08-25 13:30:00,AR-07-BS-3877,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,40.4,In Transit / Moving,47.9,12.77,3,22.5,96.7,2.4,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0306,2026-08-25 13:30:00,AS-06-FX-4548,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Shillong,NH-06,Assam,43.4,In Transit / Moving,38.3,36.4,2,94.6,96.7,3.0,Normal,N/A,Strong (4G/5G)
VTL-NER-2026-0307,2026-08-25 13:30:00,AR-06-QJ-3094,Interstate Passenger Bus (ASTC/Private),Public Transit,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,75.9,In Transit / Moving,30.2,11.35,1,95.9,83.0,9.4,Yes (Exceeded 8 hrs),Cleared,Satellite Fallback
VTL-NER-2026-0308,2026-08-25 13:30:00,NL-03-AA-8408,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Dimapur,Kohima,NH-29,Nagaland,61.3,In Transit / Moving,64.0,1.0,3,34.8,100.1,5.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0309,2026-08-25 13:30:00,SK-06-MK-1382,Multi-Axle Container Truck,Cargo / Logistics,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,22.7,In Transit / Moving,20.9,25.55,1,29.3,95.8,7.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0310,2026-08-25 13:30:00,AS-04-QX-7280,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Guwahati,Silchar,NH-27,Assam,79.3,Pit Stop / Checkpost Inspection,0.0,3.32,1,34.7,81.8,4.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0311,2026-08-25 13:30:00,TR-04-YU-8025,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Agartala,Silchar,NH-08,Tripura,13.2,In Transit / Moving,67.1,1.48,6,63.0,96.0,4.6,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0312,2026-08-25 13:30:00,ML-04-IM-4256,Interstate Passenger Bus (ASTC/Private),Public Transit,Shillong,Silchar,NH-06,Meghalaya,12.1,In Transit / Moving,40.3,5.32,1,62.2,83.5,8.5,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0313,2026-08-25 13:30:00,MN-09-AO-4341,Emergency Relief Convoy / NDRF Truck,Emergency Services,Imphal,Moreh (Border),NH-102,Manipur,92.4,In Transit / Moving,35.5,2.05,2,71.4,90.7,7.9,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0314,2026-08-25 13:30:00,AS-07-TL-6114,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Shillong,NH-06,Assam,42.7,In Transit / Moving,27.3,4.71,1,59.3,85.6,3.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0315,2026-08-25 13:30:00,AS-09-JA-8336,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Guwahati,Itanagar,NH-15,Arunachal Pradesh,78.9,In Transit / Moving,39.7,21.94,1,82.6,98.5,1.7,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0316,2026-08-25 13:30:00,TR-02-NE-8568,Emergency Relief Convoy / NDRF Truck,Emergency Services,Agartala,Silchar,NH-08,Tripura,18.7,In Transit / Moving,42.5,2.11,3,40.7,84.9,2.8,Normal,Pending Inspection,Weak (Mountain Shadow)
VTL-NER-2026-0317,2026-08-25 13:30:00,AS-06-GO-1098,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,14.7,In Transit / Moving,29.7,21.65,2,94.7,92.6,4.3,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0318,2026-08-25 13:30:00,AS-02-HS-9317,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Guwahati,Silchar,NH-27,Assam,74.3,In Transit / Moving,52.3,0.73,1,80.4,97.0,8.5,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0319,2026-08-25 13:30:00,MN-01-TU-6407,Multi-Axle Container Truck,Cargo / Logistics,Imphal,Moreh (Border),NH-102,Manipur,15.9,In Transit / Moving,27.2,19.65,2,56.1,88.6,1.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0320,2026-08-25 13:30:00,MN-07-VZ-2727,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Imphal,Moreh (Border),NH-102,Manipur,50.6,In Transit / Moving,36.3,0.82,1,19.2,95.7,4.0,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0321,2026-08-25 13:30:00,AS-02-PK-4172,Border Roads Construction Dumper,Infrastructure,Silchar,Aizawl,NH-306,Assam,15.5,In Transit / Moving,22.8,9.01,3,70.2,92.9,6.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0322,2026-08-25 13:30:00,AS-09-OT-9511,Border Roads Construction Dumper,Infrastructure,Guwahati,Shillong,NH-06,Meghalaya,82.8,In Transit / Moving,27.8,15.37,3,52.3,84.5,0.6,Normal,Cleared,Satellite Fallback
VTL-NER-2026-0323,2026-08-25 13:30:00,NL-06-DQ-4517,Border Roads Construction Dumper,Infrastructure,Kohima,Imphal,NH-02,Manipur,52.2,In Transit / Moving,32.6,10.68,1,34.3,82.7,2.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0324,2026-08-25 13:30:00,WB-05-EM-7568,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Siliguri,Gangtok,NH-10,Sikkim,66.1,In Transit / Moving,44.3,12.89,3,18.3,83.7,8.8,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0325,2026-08-25 13:30:00,AS-06-LZ-9025,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,67.2,In Transit / Moving,33.3,0.66,1,46.3,82.3,9.1,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0326,2026-08-25 13:30:00,MN-07-OR-6410,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Imphal,Moreh (Border),NH-102,Manipur,54.8,In Transit / Moving,42.6,1.32,25,48.6,90.4,0.9,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0327,2026-08-25 13:30:00,NL-01-JF-9484,Border Roads Construction Dumper,Infrastructure,Kohima,Imphal,NH-02,Nagaland,13.7,In Transit / Moving,19.0,13.91,1,23.4,100.6,8.7,Yes (Exceeded 8 hrs),N/A,Strong (4G/5G)
VTL-NER-2026-0328,2026-08-25 13:30:00,NL-03-BP-3713,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,81.2,In Transit / Moving,49.3,23.26,2,80.2,88.7,6.9,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0329,2026-08-25 13:30:00,NL-05-DE-7342,Interstate Passenger Bus (ASTC/Private),Public Transit,Kohima,Imphal,NH-02,Nagaland,34.4,In Transit / Moving,46.9,0.45,1,60.0,101.0,5.7,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0330,2026-08-25 13:30:00,AS-01-WF-9406,Border Roads Construction Dumper,Infrastructure,Tezpur,Tawang,NH-13 (Trans-Arunachal),Assam,11.7,In Transit / Moving,35.1,11.19,2,60.1,85.6,9.3,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0331,2026-08-25 13:30:00,ML-07-VY-1562,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Shillong,Silchar,NH-06,Assam,50.8,Maintenance / Breakdown,0.0,1.22,36,91.7,86.7,8.1,Yes (Exceeded 8 hrs),Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0332,2026-08-25 13:30:00,AS-07-LB-4900,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,46.0,In Transit / Moving,54.1,11.91,2,17.8,86.8,8.8,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0333,2026-08-25 13:30:00,NL-04-BM-7105,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Dimapur,Kohima,NH-29,Nagaland,28.7,Halted / Landslide Blockade,0.0,1.56,3,47.3,79.6,0.9,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0334,2026-08-25 13:30:00,MN-02-LS-4229,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Imphal,Moreh (Border),NH-102,Manipur,89.8,In Transit / Moving,54.7,0.37,1,71.1,95.4,7.1,Normal,N/A,Strong (4G/5G)
VTL-NER-2026-0335,2026-08-25 13:30:00,NL-03-MX-1421,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Dimapur,Kohima,NH-29,Nagaland,40.2,Halted / Traffic Congestion,4.2,1.8,3,84.1,82.7,2.1,Normal,Cleared,Satellite Fallback
VTL-NER-2026-0336,2026-08-25 13:30:00,AS-01-EB-6215,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Silchar,Aizawl,NH-306,Assam,20.0,In Transit / Moving,20.6,23.13,3,16.6,97.8,8.6,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0337,2026-08-25 13:30:00,AS-01-KY-8395,Multi-Axle Container Truck,Cargo / Logistics,Silchar,Aizawl,NH-306,Mizoram,50.9,In Transit / Moving,20.6,33.68,3,78.3,87.2,9.5,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0338,2026-08-25 13:30:00,TR-09-UP-2344,Emergency Relief Convoy / NDRF Truck,Emergency Services,Agartala,Silchar,NH-08,Tripura,5.2,In Transit / Moving,31.9,14.42,3,15.0,87.6,5.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0339,2026-08-25 13:30:00,NL-08-VI-4562,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Dimapur,Kohima,NH-29,Nagaland,74.6,In Transit / Moving,44.2,0.8,8,26.8,99.9,2.6,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0340,2026-08-25 13:30:00,SK-09-DM-4342,Interstate Passenger Bus (ASTC/Private),Public Transit,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,16.9,In Transit / Moving,39.5,9.98,2,45.7,98.6,3.0,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0341,2026-08-25 13:30:00,AS-05-IC-3782,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Shillong,NH-06,Assam,24.2,In Transit / Moving,54.0,1.18,16,81.5,101.6,1.6,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0342,2026-08-25 13:30:00,AS-01-QN-8623,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Tezpur,Tawang,NH-13 (Trans-Arunachal),Assam,40.3,In Transit / Moving,44.6,1.51,29,53.4,87.8,3.7,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0343,2026-08-25 13:30:00,AS-05-CN-1644,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Silchar,NH-27,Assam,66.6,In Transit / Moving,61.7,1.53,11,49.2,99.4,7.8,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0344,2026-08-25 13:30:00,TR-04-QB-2232,Emergency Relief Convoy / NDRF Truck,Emergency Services,Agartala,Silchar,NH-08,Assam,58.3,In Transit / Moving,39.0,13.82,1,73.4,85.3,7.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0345,2026-08-25 13:30:00,AR-08-XQ-2343,Emergency Relief Convoy / NDRF Truck,Emergency Services,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,61.1,In Transit / Moving,45.9,0.92,2,27.1,85.6,2.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0346,2026-08-25 13:30:00,AS-01-MR-5628,Multi-Axle Container Truck,Cargo / Logistics,Silchar,Aizawl,NH-306,Assam,27.4,Pit Stop / Checkpost Inspection,0.0,26.27,3,22.5,81.3,5.5,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0347,2026-08-25 13:30:00,AS-02-DQ-2088,Interstate Passenger Bus (ASTC/Private),Public Transit,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,87.5,In Transit / Moving,36.0,2.1,3,68.7,100.8,8.8,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0348,2026-08-25 13:30:00,AS-06-QT-2193,Multi-Axle Container Truck,Cargo / Logistics,Silchar,Aizawl,NH-306,Assam,13.3,Halted / Traffic Congestion,8.0,15.07,2,34.0,101.3,6.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0349,2026-08-25 13:30:00,AS-06-FJ-9690,Interstate Passenger Bus (ASTC/Private),Public Transit,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,60.3,In Transit / Moving,43.2,1.64,1,90.1,96.9,3.4,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0350,2026-08-25 13:30:00,AS-02-ZM-9775,Multi-Axle Container Truck,Cargo / Logistics,Silchar,Aizawl,NH-306,Assam,16.8,In Transit / Moving,25.2,11.41,1,19.1,90.0,2.6,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0351,2026-08-25 13:30:00,AR-05-LP-2266,Border Roads Construction Dumper,Infrastructure,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,28.3,In Transit / Moving,38.5,1.1,1,92.7,91.0,7.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0352,2026-08-25 13:30:00,TR-02-PT-8074,Emergency Relief Convoy / NDRF Truck,Emergency Services,Agartala,Silchar,NH-08,Tripura,44.1,In Transit / Moving,44.6,12.95,3,46.4,83.1,3.1,Normal,Customs/Inner Line Permit (ILP) Verification,Weak (Mountain Shadow)
VTL-NER-2026-0353,2026-08-25 13:30:00,AS-01-ZQ-9897,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Itanagar,NH-15,Arunachal Pradesh,87.2,In Transit / Moving,32.5,6.93,3,36.8,91.5,5.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0354,2026-08-25 13:30:00,AR-06-ZJ-3382,Interstate Passenger Bus (ASTC/Private),Public Transit,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,87.1,Halted / Traffic Congestion,5.9,0.8,1,86.3,99.1,5.1,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0355,2026-08-25 13:30:00,ML-02-AO-4949,Border Roads Construction Dumper,Infrastructure,Shillong,Silchar,NH-06,Assam,65.4,In Transit / Moving,35.3,13.57,1,75.4,85.3,8.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0356,2026-08-25 13:30:00,NL-06-GD-4806,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Kohima,Imphal,NH-02,Nagaland,5.7,In Transit / Moving,62.7,0.92,3,65.4,84.7,9.0,Yes (Exceeded 8 hrs),Cleared,Moderate (3G)
VTL-NER-2026-0357,2026-08-25 13:30:00,AR-06-WN-9994,Interstate Passenger Bus (ASTC/Private),Public Transit,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,56.0,In Transit / Moving,39.4,8.62,2,52.0,98.4,1.6,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0358,2026-08-25 13:30:00,MN-03-DU-6698,Interstate Passenger Bus (ASTC/Private),Public Transit,Imphal,Moreh (Border),NH-102,Manipur,13.5,In Transit / Moving,49.7,2.33,3,22.8,97.9,9.3,Yes (Exceeded 8 hrs),Cleared,Moderate (3G)
VTL-NER-2026-0359,2026-08-25 13:30:00,MN-03-RP-5941,Border Roads Construction Dumper,Infrastructure,Imphal,Moreh (Border),NH-102,Manipur,67.5,In Transit / Moving,37.2,5.34,3,21.9,86.4,5.2,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0360,2026-08-25 13:30:00,AR-09-LB-3827,Multi-Axle Container Truck,Cargo / Logistics,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,19.8,In Transit / Moving,35.4,18.86,1,81.6,94.5,8.3,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0361,2026-08-25 13:30:00,AR-01-UE-3299,Fuel Tanker (POL),Hazardous Cargo,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,11.8,Pit Stop / Checkpost Inspection,0.0,9.4,3,58.9,79.4,6.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0362,2026-08-25 13:30:00,AS-09-HC-8597,Border Roads Construction Dumper,Infrastructure,Silchar,Aizawl,NH-306,Mizoram,51.0,Halted / Traffic Congestion,11.3,14.41,3,91.7,85.0,5.3,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0363,2026-08-25 13:30:00,AS-05-VM-5698,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Shillong,NH-06,Meghalaya,85.4,In Transit / Moving,24.3,31.61,1,18.0,95.3,8.3,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0364,2026-08-25 13:30:00,AS-05-ZC-2552,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Guwahati,Itanagar,NH-15,Arunachal Pradesh,86.7,In Transit / Moving,38.8,13.1,1,90.2,93.1,6.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0365,2026-08-25 13:30:00,AS-05-HY-7712,Interstate Passenger Bus (ASTC/Private),Public Transit,Guwahati,Itanagar,NH-15,Assam,14.7,In Transit / Moving,59.3,7.58,2,96.1,85.5,7.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0366,2026-08-25 13:30:00,TR-07-PT-2478,Fuel Tanker (POL),Hazardous Cargo,Agartala,Silchar,NH-08,Assam,54.9,In Transit / Moving,20.7,11.88,3,47.7,96.5,6.7,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0367,2026-08-25 13:30:00,AS-07-DW-1097,Border Roads Construction Dumper,Infrastructure,Guwahati,Itanagar,NH-15,Assam,47.3,In Transit / Moving,17.0,10.46,1,64.1,92.7,4.9,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0368,2026-08-25 13:30:00,AS-07-OS-3682,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,92.2,In Transit / Moving,63.5,0.8,7,26.7,98.7,4.8,Normal,Customs/Inner Line Permit (ILP) Verification,Weak (Mountain Shadow)
VTL-NER-2026-0369,2026-08-25 13:30:00,AS-05-AZ-6373,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Guwahati,Shillong,NH-06,Assam,31.0,Maintenance / Breakdown,0.0,2.28,3,88.4,70.3,1.2,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0370,2026-08-25 13:30:00,ML-03-GN-4435,Multi-Axle Container Truck,Cargo / Logistics,Shillong,Silchar,NH-06,Assam,59.9,In Transit / Moving,39.4,15.05,1,27.6,96.3,8.9,Yes (Exceeded 8 hrs),Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0371,2026-08-25 13:30:00,SK-04-NE-8394,Border Roads Construction Dumper,Infrastructure,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,85.3,In Transit / Moving,25.7,13.05,3,17.9,84.2,3.6,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0372,2026-08-25 13:30:00,SK-07-LC-4262,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,44.1,In Transit / Moving,33.8,18.36,3,51.0,88.3,5.1,Normal,N/A,Weak (Mountain Shadow)
